@RELATION student_profiles

@ATTRIBUTE profile_id NUMERIC
@ATTRIBUTE education_level NUMERIC
@ATTRIBUTE OL_subject_0_score NUMERIC
@ATTRIBUTE OL_subject_2_score NUMERIC
@ATTRIBUTE OL_subject_3_score NUMERIC
@ATTRIBUTE OL_subject_1_score NUMERIC
@ATTRIBUTE OL_subject_5_score NUMERIC
@ATTRIBUTE OL_subject_4_score NUMERIC
@ATTRIBUTE AL_stream NUMERIC
@ATTRIBUTE AL_subject_0_score NUMERIC
@ATTRIBUTE AL_subject_1_score NUMERIC
@ATTRIBUTE AL_subject_2_score NUMERIC
@ATTRIBUTE university_score NUMERIC
@ATTRIBUTE gpa NUMERIC

@DATA
1501, 2, 56, 54, 81, 50, 49, 44, 0, 60, 29, 79, 69, 2.35
1502, 0, 35, 12, 34, 48, 76, 97, null, null, null
1503, 2, 94, 85, 66, 6, 36, 64, 3, 63, 8, 88, 64, 3.23
1504, 2, 71, 73, 83, 77, 47, 55, 2, 29, 88, 94, 60, 3.24
1505, 2, 13, 95, 21, 32, 61, 40, 2, 92, 25, 96, 94, 3.87
1506, 0, 60, 2, 59, 97, 35, 51, null, null, null
1507, 0, 44, 18, 6, 62, 76, 63, null, null, null
1508, 2, 84, 14, 38, 3, 13, 45, 4, 87, 50, 73, 99, 3.61
1509, 2, 94, 19, 54, 85, 61, 16, 4, 41, 7, 40, 71, 2.64
1510, 0, 9, 67, 90, 21, 79, 90, null, null, null
1511, 0, 61, 41, 31, 28, 86, 45, null, null, null
1512, 2, 10, 97, 10, 19, 10, 84, 2, 26, 25, 52, 76, 2.56
1513, 2, 13, 88, 63, 80, 78, 99, 2, 69, 88, 42, 70, 3.48
1514, 0, 18, 26, 28, 39, 39, 14, null, null, null
1515, 2, 7, 84, 36, 59, 88, 35, 4, 71, 32, 26, 93, 2.89
1516, 0, 5, 59, 69, 81, 62, 63, null, null, null
1517, 1, 75, 91, 44, 64, 16, 30, 1, 71, 83, 44, null, null
1518, 2, 50, 69, 93, 61, 65, 88, 4, 23, 89, 76, 85, 3.39
1519, 1, 60, 37, 70, 66, 43, 40, 0, 32, 48, 11, null, null
1520, 0, 59, 47, 34, 68, 70, 1, null, null, null
1521, 0, 65, 63, 12, 62, 88, 54, null, null, null
1522, 2, 50, 89, 30, 88, 11, 94, 2, 56, 7, 29, 77, 3.62
1523, 2, 29, 27, 84, 86, 22, 86, 1, 9, 14, 30, 63, 2.99
1524, 0, 5, 65, 84, 66, 75, 79, null, null, null
1525, 1, 25, 79, 37, 96, 84, 69, 3, 91, 32, 48, null, null
1526, 1, 44, 86, 73, 97, 21, 62, 1, 19, 38, 79, null, null
1527, 2, 78, 97, 59, 54, 33, 20, 0, 53, 10, 38, 92, 2.65
1528, 1, 64, 35, 66, 69, 69, 54, 2, 79, 73, 81, null, null
1529, 2, 99, 3, 92, 60, 94, 11, 4, 31, 9, 13, 94, 3.25
1530, 2, 25, 88, 2, 58, 60, 45, 2, 60, 28, 97, 93, 3.64
1531, 2, 13, 57, 10, 28, 94, 6, 3, 3, 87, 73, 65, 2.52
1532, 0, 67, 62, 92, 61, 43, 85, null, null, null
1533, 1, 58, 3, 42, 17, 11, 70, 1, 68, 49, 47, null, null
1534, 2, 60, 69, 92, 40, 56, 5, 1, 38, 1, 98, 86, 3.01
1535, 1, 5, 45, 48, 50, 52, 15, 3, 75, 21, 88, null, null
1536, 2, 88, 7, 0, 15, 84, 67, 0, 55, 30, 47, 77, 3.12
1537, 0, 90, 98, 6, 97, 16, 75, null, null, null
1538, 0, 6, 5, 34, 21, 7, 7, null, null, null
1539, 0, 77, 74, 50, 76, 37, 34, null, null, null
1540, 1, 98, 28, 95, 54, 2, 86, 2, 62, 8, 4, null, null
1541, 1, 96, 65, 29, 29, 51, 56, 2, 89, 4, 99, null, null
1542, 0, 67, 78, 67, 16, 67, 25, null, null, null
1543, 1, 75, 64, 40, 93, 35, 55, 4, 57, 14, 45, null, null
1544, 1, 11, 56, 16, 49, 49, 3, 3, 79, 74, 27, null, null
1545, 2, 59, 10, 33, 83, 59, 86, 2, 70, 21, 26, 82, 2.16
1546, 0, 32, 44, 90, 21, 85, 81, null, null, null
1547, 1, 50, 25, 44, 45, 50, 88, 1, 16, 32, 45, null, null
1548, 2, 67, 75, 5, 36, 67, 90, 2, 73, 22, 24, 65, 3.64
1549, 0, 22, 83, 12, 66, 85, 68, null, null, null
1550, 2, 98, 12, 63, 72, 89, 12, 1, 83, 56, 36, 70, 3.14
1551, 1, 75, 13, 0, 46, 77, 6, 1, 95, 66, 93, null, null
1552, 2, 18, 51, 27, 84, 0, 9, 0, 51, 39, 63, 95, 3.58
1553, 1, 41, 43, 22, 65, 90, 12, 2, 50, 72, 21, null, null
1554, 2, 28, 56, 1, 14, 73, 39, 0, 34, 77, 80, 96, 3.36
1555, 2, 30, 79, 58, 72, 22, 8, 0, 98, 40, 6, 64, 3.75
1556, 2, 40, 18, 80, 66, 36, 85, 3, 55, 21, 84, 73, 3.29
1557, 1, 89, 69, 14, 45, 99, 87, 4, 7, 43, 23, null, null
1558, 1, 93, 74, 75, 14, 55, 69, 0, 30, 10, 19, null, null
1559, 0, 40, 69, 47, 21, 86, 90, null, null, null
1560, 1, 40, 91, 53, 4, 26, 71, 3, 1, 70, 56, null, null
1561, 2, 19, 31, 71, 58, 62, 9, 4, 39, 98, 97, 83, 2.72
1562, 0, 13, 3, 17, 35, 77, 0, null, null, null
1563, 0, 56, 72, 5, 34, 75, 23, null, null, null
1564, 0, 65, 86, 52, 0, 88, 75, null, null, null
1565, 2, 69, 77, 62, 54, 37, 25, 0, 61, 28, 54, 82, 2.96
1566, 1, 27, 65, 61, 5, 29, 94, 3, 40, 24, 59, null, null
1567, 2, 75, 56, 3, 4, 7, 28, 4, 84, 26, 51, 61, 3.78
1568, 2, 96, 73, 1, 68, 44, 60, 0, 50, 8, 33, 63, 3.82
1569, 2, 56, 88, 41, 92, 15, 51, 4, 98, 87, 95, 62, 3.05
1570, 2, 15, 36, 66, 13, 82, 62, 0, 13, 0, 75, 74, 2.87
1571, 0, 60, 18, 65, 11, 85, 76, null, null, null
1572, 1, 11, 40, 63, 91, 67, 40, 2, 38, 50, 78, null, null
1573, 1, 18, 72, 69, 2, 54, 29, 1, 98, 64, 62, null, null
1574, 2, 28, 51, 9, 71, 51, 32, 2, 41, 10, 38, 93, 2.43
1575, 1, 49, 25, 67, 90, 6, 75, 1, 54, 89, 61, null, null
1576, 0, 99, 82, 31, 66, 42, 74, null, null, null
1577, 2, 67, 45, 68, 64, 72, 83, 0, 32, 98, 4, 98, 3.68
1578, 0, 40, 6, 72, 39, 27, 4, null, null, null
1579, 2, 23, 42, 0, 57, 88, 63, 2, 24, 47, 53, 68, 3.16
1580, 1, 45, 13, 32, 42, 44, 21, 3, 89, 28, 56, null, null
1581, 0, 94, 63, 80, 28, 41, 2, null, null, null
1582, 0, 29, 57, 2, 98, 90, 93, null, null, null
1583, 1, 44, 81, 63, 99, 33, 18, 4, 67, 7, 46, null, null
1584, 0, 46, 24, 59, 38, 59, 26, null, null, null
1585, 2, 96, 22, 29, 26, 24, 12, 3, 21, 94, 96, 78, 3.26
1586, 0, 18, 54, 14, 33, 71, 2, null, null, null
1587, 2, 57, 41, 66, 81, 68, 5, 3, 98, 20, 4, 64, 3.28
1588, 2, 54, 58, 1, 69, 26, 4, 3, 2, 0, 82, 77, 3.61
1589, 2, 73, 39, 46, 55, 7, 74, 1, 36, 30, 0, 62, 2.89
1590, 0, 98, 43, 75, 89, 19, 53, null, null, null
1591, 0, 29, 98, 38, 23, 40, 54, null, null, null
1592, 1, 61, 68, 12, 90, 19, 71, 0, 12, 27, 59, null, null
1593, 2, 10, 73, 46, 91, 75, 80, 3, 80, 64, 57, 70, 3.72
1594, 0, 6, 60, 52, 8, 73, 36, null, null, null
1595, 1, 2, 11, 8, 13, 11, 10, 2, 80, 6, 62, null, null
1596, 2, 42, 87, 71, 84, 88, 34, 4, 19, 80, 64, 60, 3.86
1597, 1, 21, 77, 16, 36, 29, 29, 0, 92, 60, 20, null, null
1598, 2, 89, 48, 39, 80, 13, 50, 1, 62, 42, 97, 78, 2.46
1599, 1, 24, 5, 72, 68, 50, 70, 4, 96, 32, 84, null, null
1600, 1, 36, 75, 17, 3, 1, 40, 3, 69, 59, 36, null, null
1601, 2, 20, 3, 9, 22, 57, 76, 3, 17, 51, 66, 71, 3.54
1602, 1, 20, 97, 75, 15, 7, 36, 4, 22, 81, 13, null, null
1603, 1, 57, 5, 1, 46, 46, 5, 4, 93, 68, 16, null, null
1604, 1, 20, 63, 18, 40, 28, 98, 3, 30, 91, 94, null, null
1605, 1, 3, 41, 24, 47, 7, 15, 4, 77, 27, 14, null, null
1606, 1, 22, 80, 68, 51, 49, 92, 4, 30, 71, 8, null, null
1607, 1, 88, 94, 95, 19, 65, 21, 0, 10, 29, 49, null, null
1608, 1, 0, 19, 53, 49, 75, 82, 4, 60, 81, 53, null, null
1609, 2, 3, 36, 29, 73, 10, 87, 2, 46, 55, 1, 91, 3.67
1610, 1, 1, 17, 77, 54, 64, 19, 3, 5, 72, 89, null, null
1611, 0, 98, 22, 34, 86, 89, 90, null, null, null
1612, 1, 83, 82, 98, 92, 71, 54, 4, 36, 83, 29, null, null
1613, 2, 72, 55, 23, 28, 73, 21, 0, 33, 16, 33, 87, 2.87
1614, 1, 14, 51, 91, 54, 6, 10, 1, 57, 78, 81, null, null
1615, 1, 82, 74, 33, 46, 93, 53, 4, 88, 46, 19, null, null
1616, 0, 39, 68, 27, 67, 84, 79, null, null, null
1617, 2, 5, 56, 33, 54, 58, 39, 2, 0, 63, 50, 80, 2.91
1618, 0, 19, 59, 44, 63, 63, 95, null, null, null
1619, 1, 81, 43, 98, 32, 16, 83, 0, 20, 85, 71, null, null
1620, 2, 12, 24, 8, 65, 80, 46, 4, 87, 86, 66, 81, 3.14
1621, 1, 53, 56, 35, 69, 87, 86, 2, 89, 13, 32, null, null
1622, 0, 92, 43, 7, 30, 23, 34, null, null, null
1623, 1, 99, 25, 46, 86, 52, 26, 4, 44, 90, 1, null, null
1624, 1, 4, 2, 86, 32, 15, 63, 2, 91, 69, 13, null, null
1625, 1, 86, 22, 78, 54, 13, 87, 0, 70, 24, 71, null, null
1626, 0, 24, 78, 22, 85, 85, 5, null, null, null
1627, 1, 73, 60, 23, 82, 69, 56, 1, 4, 21, 80, null, null
1628, 1, 43, 76, 18, 19, 87, 37, 3, 80, 39, 19, null, null
1629, 0, 26, 10, 93, 1, 14, 42, null, null, null
1630, 0, 98, 81, 58, 49, 51, 51, null, null, null
1631, 2, 98, 14, 75, 86, 30, 97, 2, 70, 40, 97, 87, 3.38
1632, 2, 52, 93, 45, 70, 49, 52, 3, 93, 31, 6, 86, 2.76
1633, 1, 28, 70, 87, 64, 50, 25, 4, 90, 54, 58, null, null
1634, 0, 44, 66, 37, 51, 40, 27, null, null, null
1635, 0, 97, 15, 29, 66, 90, 3, null, null, null
1636, 0, 65, 48, 90, 87, 68, 50, null, null, null
1637, 0, 60, 76, 51, 32, 43, 63, null, null, null
1638, 2, 75, 9, 76, 50, 11, 53, 0, 79, 56, 66, 75, 2.94
1639, 1, 4, 16, 62, 15, 60, 30, 0, 97, 42, 83, null, null
1640, 0, 19, 20, 90, 34, 99, 42, null, null, null
1641, 0, 10, 80, 30, 91, 95, 49, null, null, null
1642, 2, 82, 65, 38, 35, 57, 95, 2, 28, 25, 89, 64, 3.9
1643, 0, 27, 96, 80, 69, 79, 82, null, null, null
1644, 2, 95, 60, 62, 8, 84, 40, 0, 89, 0, 35, 80, 3.57
1645, 1, 10, 24, 54, 10, 54, 64, 1, 90, 26, 20, null, null
1646, 1, 18, 60, 57, 26, 1, 93, 3, 61, 97, 92, null, null
1647, 0, 71, 17, 90, 19, 27, 68, null, null, null
1648, 1, 58, 79, 45, 8, 74, 5, 3, 46, 63, 21, null, null
1649, 2, 46, 5, 14, 96, 14, 25, 1, 5, 65, 47, 85, 3.82
1650, 2, 98, 56, 65, 42, 79, 96, 2, 8, 21, 79, 74, 2.79
1651, 1, 54, 51, 42, 11, 6, 39, 0, 40, 34, 67, null, null
1652, 1, 74, 27, 22, 1, 5, 21, 0, 30, 50, 47, null, null
1653, 1, 65, 20, 32, 59, 39, 8, 4, 5, 66, 44, null, null
1654, 1, 99, 50, 56, 62, 71, 46, 1, 65, 6, 14, null, null
1655, 2, 86, 18, 70, 99, 51, 52, 1, 67, 11, 50, 70, 3.51
1656, 1, 35, 43, 33, 76, 62, 96, 1, 17, 46, 42, null, null
1657, 0, 87, 59, 35, 28, 12, 81, null, null, null
1658, 0, 69, 19, 49, 95, 50, 8, null, null, null
1659, 1, 62, 96, 14, 62, 95, 66, 3, 7, 22, 36, null, null
1660, 1, 2, 28, 88, 90, 51, 62, 2, 59, 93, 65, null, null
1661, 1, 23, 65, 6, 56, 20, 42, 0, 18, 43, 78, null, null
1662, 2, 23, 96, 92, 58, 98, 95, 0, 5, 82, 95, 60, 2.95
1663, 1, 16, 60, 85, 95, 76, 32, 4, 31, 33, 58, null, null
1664, 0, 22, 57, 41, 93, 15, 80, null, null, null
1665, 2, 50, 96, 96, 75, 89, 94, 0, 1, 99, 87, 79, 3.32
1666, 2, 84, 48, 38, 5, 9, 71, 3, 87, 42, 39, 95, 2.84
1667, 0, 11, 29, 55, 19, 85, 59, null, null, null
1668, 0, 30, 90, 47, 59, 2, 84, null, null, null
1669, 2, 91, 81, 40, 82, 49, 4, 0, 1, 20, 72, 95, 2.88
1670, 2, 31, 37, 99, 23, 37, 69, 1, 88, 89, 30, 99, 3.55
1671, 2, 71, 14, 96, 29, 99, 68, 1, 69, 49, 6, 85, 3.28
1672, 2, 73, 9, 80, 10, 64, 88, 0, 52, 44, 65, 60, 2.87
1673, 1, 0, 38, 43, 0, 95, 73, 0, 70, 2, 17, null, null
1674, 0, 74, 76, 16, 99, 29, 28, null, null, null
1675, 2, 88, 76, 45, 85, 58, 79, 0, 20, 55, 54, 61, 3.77
1676, 1, 98, 35, 73, 88, 45, 73, 2, 67, 22, 58, null, null
1677, 2, 46, 70, 56, 15, 81, 26, 2, 18, 31, 38, 62, 3.15
1678, 1, 94, 50, 76, 52, 86, 63, 2, 47, 38, 93, null, null
1679, 1, 14, 89, 89, 33, 93, 7, 2, 18, 23, 97, null, null
1680, 0, 99, 22, 79, 35, 94, 96, null, null, null
1681, 1, 72, 47, 50, 65, 93, 49, 3, 37, 61, 69, null, null
1682, 2, 48, 20, 49, 9, 62, 38, 3, 66, 21, 28, 81, 3.2
1683, 2, 95, 20, 84, 74, 37, 0, 2, 92, 51, 65, 98, 2.89
1684, 0, 21, 43, 66, 54, 83, 42, null, null, null
1685, 0, 8, 86, 46, 21, 54, 85, null, null, null
1686, 2, 22, 72, 99, 85, 47, 20, 0, 84, 92, 42, 62, 3.97
1687, 2, 51, 79, 39, 3, 6, 53, 2, 43, 3, 45, 89, 3.37
1688, 2, 10, 82, 30, 96, 97, 27, 2, 16, 99, 8, 96, 2.85
1689, 2, 1, 73, 32, 30, 36, 18, 4, 36, 51, 77, 83, 4.0
1690, 2, 55, 44, 97, 54, 21, 13, 3, 93, 48, 84, 97, 3.32
1691, 0, 90, 45, 92, 95, 6, 17, null, null, null
1692, 2, 72, 13, 42, 49, 29, 37, 0, 97, 28, 79, 66, 2.56
1693, 0, 45, 24, 7, 60, 30, 53, null, null, null
1694, 1, 80, 43, 91, 72, 8, 68, 4, 64, 56, 26, null, null
1695, 2, 34, 24, 90, 23, 48, 19, 0, 47, 93, 85, 61, 3.75
1696, 1, 97, 20, 52, 98, 41, 1, 4, 19, 19, 18, null, null
1697, 0, 30, 24, 21, 47, 31, 13, null, null, null
1698, 0, 14, 57, 60, 25, 57, 34, null, null, null
1699, 1, 73, 74, 58, 36, 19, 13, 0, 75, 47, 55, null, null
1700, 1, 74, 94, 75, 78, 58, 45, 0, 40, 34, 53, null, null
1701, 1, 52, 70, 52, 37, 64, 83, 0, 12, 58, 53, null, null
1702, 0, 2, 20, 27, 25, 86, 59, null, null, null
1703, 1, 3, 60, 71, 95, 9, 64, 0, 26, 25, 9, null, null
1704, 2, 85, 37, 34, 93, 41, 71, 0, 38, 60, 96, 83, 2.94
1705, 1, 55, 18, 71, 18, 38, 20, 1, 25, 97, 59, null, null
1706, 0, 58, 41, 94, 6, 44, 79, null, null, null
1707, 1, 69, 49, 73, 44, 31, 85, 1, 65, 13, 95, null, null
1708, 0, 77, 69, 88, 23, 51, 36, null, null, null
1709, 2, 57, 81, 21, 13, 38, 63, 4, 73, 75, 42, 77, 3.1
1710, 2, 70, 59, 51, 58, 24, 45, 0, 78, 72, 18, 99, 4.0
1711, 0, 59, 52, 57, 16, 34, 51, null, null, null
1712, 0, 63, 39, 55, 39, 40, 77, null, null, null
1713, 0, 83, 18, 63, 96, 8, 7, null, null, null
1714, 1, 6, 85, 22, 12, 46, 81, 0, 44, 32, 28, null, null
1715, 1, 57, 3, 2, 92, 19, 47, 0, 3, 0, 12, null, null
1716, 1, 20, 71, 79, 89, 84, 74, 0, 14, 28, 53, null, null
1717, 0, 73, 75, 82, 26, 63, 99, null, null, null
1718, 2, 10, 29, 54, 18, 62, 90, 2, 63, 1, 66, 97, 2.99
1719, 0, 98, 79, 19, 6, 75, 89, null, null, null
1720, 0, 10, 21, 73, 5, 70, 77, null, null, null
1721, 1, 80, 78, 48, 11, 38, 87, 4, 82, 56, 56, null, null
1722, 2, 92, 25, 60, 82, 83, 7, 4, 89, 29, 55, 97, 3.8
1723, 0, 2, 27, 87, 21, 9, 37, null, null, null
1724, 2, 17, 22, 22, 88, 45, 8, 3, 5, 9, 86, 70, 3.29
1725, 0, 8, 14, 6, 0, 93, 38, null, null, null
1726, 0, 37, 54, 14, 55, 31, 79, null, null, null
1727, 1, 16, 81, 69, 1, 33, 10, 1, 49, 10, 99, null, null
1728, 1, 19, 21, 52, 39, 0, 48, 1, 28, 59, 11, null, null
1729, 1, 78, 12, 79, 58, 83, 97, 1, 40, 36, 16, null, null
1730, 1, 64, 18, 12, 65, 54, 96, 3, 79, 21, 52, null, null
1731, 2, 19, 59, 40, 69, 46, 19, 0, 65, 23, 97, 81, 3.08
1732, 2, 12, 4, 3, 67, 75, 99, 2, 73, 17, 74, 96, 3.69
1733, 0, 23, 33, 14, 47, 22, 26, null, null, null
1734, 2, 72, 1, 15, 97, 21, 86, 1, 60, 35, 93, 80, 2.47
1735, 2, 98, 18, 43, 60, 38, 91, 1, 63, 53, 0, 70, 3.03
1736, 2, 2, 91, 5, 55, 0, 32, 2, 57, 43, 23, 98, 2.73
1737, 1, 80, 52, 1, 28, 93, 86, 2, 87, 58, 92, null, null
1738, 2, 82, 79, 67, 71, 77, 29, 3, 68, 67, 17, 94, 3.59
1739, 1, 24, 97, 64, 91, 99, 74, 4, 43, 51, 34, null, null
1740, 0, 54, 28, 80, 63, 64, 17, null, null, null
1741, 0, 10, 34, 41, 43, 97, 51, null, null, null
1742, 0, 64, 59, 51, 7, 50, 14, null, null, null
1743, 0, 21, 18, 92, 81, 94, 43, null, null, null
1744, 2, 79, 27, 17, 85, 96, 44, 3, 12, 2, 54, 60, 2.91
1745, 2, 68, 44, 36, 3, 76, 35, 4, 6, 37, 81, 77, 3.34
1746, 1, 16, 6, 63, 92, 88, 69, 4, 4, 11, 15, null, null
1747, 2, 20, 17, 42, 29, 33, 1, 4, 37, 3, 7, 67, 3.27
1748, 1, 67, 75, 56, 19, 96, 24, 3, 90, 67, 82, null, null
1749, 2, 24, 88, 21, 81, 27, 18, 2, 48, 64, 15, 93, 3.53
1750, 0, 91, 58, 29, 89, 58, 76, null, null, null
1751, 0, 26, 40, 40, 64, 78, 33, null, null, null
1752, 1, 13, 42, 75, 7, 88, 51, 0, 15, 31, 27, null, null
1753, 2, 86, 11, 16, 15, 70, 85, 2, 0, 74, 27, 92, 4.0
1754, 2, 53, 6, 70, 31, 87, 46, 0, 70, 28, 70, 92, 3.54
1755, 1, 62, 51, 42, 99, 94, 60, 1, 57, 98, 32, null, null
1756, 0, 15, 17, 17, 10, 7, 31, null, null, null
1757, 0, 49, 23, 33, 20, 90, 1, null, null, null
1758, 0, 76, 98, 32, 73, 8, 53, null, null, null
1759, 2, 23, 73, 37, 69, 39, 40, 4, 50, 25, 14, 67, 2.78
1760, 2, 85, 2, 69, 14, 17, 39, 3, 37, 74, 26, 80, 2.68
1761, 1, 68, 13, 13, 5, 11, 37, 4, 43, 69, 55, null, null
1762, 0, 71, 19, 7, 89, 93, 99, null, null, null
1763, 1, 84, 87, 63, 50, 74, 0, 2, 38, 7, 28, null, null
1764, 0, 87, 0, 12, 39, 16, 32, null, null, null
1765, 1, 85, 43, 2, 88, 60, 0, 3, 1, 25, 4, null, null
1766, 0, 73, 96, 4, 87, 37, 38, null, null, null
1767, 0, 33, 36, 41, 34, 32, 1, null, null, null
1768, 1, 21, 45, 60, 33, 80, 77, 0, 34, 20, 4, null, null
1769, 2, 96, 65, 86, 58, 67, 76, 1, 61, 14, 76, 70, 3.13
1770, 0, 26, 16, 38, 67, 31, 28, null, null, null
1771, 2, 0, 39, 80, 9, 74, 60, 0, 71, 3, 85, 99, 3.37
1772, 0, 92, 59, 51, 63, 14, 74, null, null, null
1773, 2, 74, 17, 53, 40, 74, 70, 3, 22, 7, 89, 99, 3.58
1774, 0, 73, 39, 10, 54, 80, 43, null, null, null
1775, 0, 36, 37, 62, 14, 10, 52, null, null, null
1776, 2, 47, 5, 80, 92, 8, 33, 2, 98, 97, 80, 81, 3.53
1777, 2, 61, 63, 28, 66, 94, 44, 3, 81, 29, 78, 62, 3.14
1778, 2, 3, 55, 3, 90, 16, 9, 4, 76, 86, 32, 91, 3.35
1779, 1, 47, 29, 95, 84, 27, 10, 4, 48, 80, 70, null, null
1780, 1, 20, 56, 42, 83, 92, 38, 0, 92, 60, 14, null, null
1781, 1, 85, 91, 63, 33, 71, 63, 4, 48, 34, 52, null, null
1782, 2, 81, 98, 68, 5, 92, 96, 1, 5, 98, 70, 67, 3.67
1783, 1, 16, 23, 46, 48, 9, 62, 0, 85, 76, 61, null, null
1784, 0, 88, 46, 49, 41, 55, 37, null, null, null
1785, 1, 1, 24, 7, 65, 43, 24, 2, 78, 89, 8, null, null
1786, 1, 27, 53, 78, 13, 47, 43, 2, 76, 10, 55, null, null
1787, 2, 27, 81, 20, 82, 99, 63, 3, 82, 87, 94, 80, 3.22
1788, 2, 51, 90, 5, 13, 17, 70, 0, 40, 61, 41, 69, 3.53
1789, 1, 11, 91, 15, 94, 78, 58, 4, 40, 8, 67, null, null
1790, 2, 64, 70, 7, 6, 36, 73, 3, 56, 20, 14, 92, 3.41
1791, 1, 15, 43, 23, 47, 20, 33, 0, 68, 72, 41, null, null
1792, 0, 42, 19, 94, 69, 87, 29, null, null, null
1793, 1, 30, 21, 58, 31, 50, 31, 4, 50, 24, 92, null, null
1794, 0, 41, 72, 52, 91, 28, 43, null, null, null
1795, 0, 40, 71, 31, 21, 75, 56, null, null, null
1796, 2, 82, 81, 27, 55, 51, 29, 3, 78, 34, 41, 61, 3.63
1797, 2, 44, 35, 64, 62, 57, 72, 3, 76, 65, 72, 81, 3.23
1798, 1, 71, 16, 14, 80, 40, 49, 4, 75, 65, 96, null, null
1799, 1, 59, 1, 21, 21, 88, 31, 1, 80, 18, 36, null, null
1800, 1, 95, 5, 64, 13, 51, 86, 3, 22, 43, 38, null, null
1801, 1, 39, 33, 77, 26, 81, 64, 0, 56, 50, 28, null, null
1802, 0, 94, 43, 18, 57, 13, 26, null, null, null
1803, 1, 33, 42, 92, 67, 58, 64, 4, 49, 17, 50, null, null
1804, 2, 47, 59, 48, 40, 47, 70, 4, 69, 83, 79, 97, 3.29
1805, 1, 27, 88, 10, 23, 1, 5, 2, 48, 57, 22, null, null
1806, 2, 68, 21, 0, 59, 68, 34, 4, 47, 42, 21, 91, 3.0
1807, 0, 25, 82, 11, 59, 54, 50, null, null, null
1808, 2, 15, 52, 13, 36, 69, 37, 3, 60, 60, 59, 78, 3.39
1809, 2, 77, 40, 13, 38, 61, 39, 1, 68, 79, 76, 98, 3.48
1810, 2, 31, 3, 13, 21, 96, 3, 2, 7, 87, 14, 67, 3.51
1811, 1, 95, 63, 32, 39, 4, 63, 2, 42, 18, 44, null, null
1812, 1, 42, 59, 18, 11, 85, 72, 0, 32, 15, 43, null, null
1813, 2, 18, 53, 70, 74, 82, 23, 4, 80, 60, 25, 73, 3.27
1814, 0, 52, 16, 6, 18, 61, 94, null, null, null
1815, 0, 50, 57, 37, 15, 22, 91, null, null, null
1816, 2, 74, 77, 56, 98, 76, 12, 0, 80, 1, 71, 87, 3.14
1817, 0, 47, 94, 8, 89, 18, 78, null, null, null
1818, 0, 42, 22, 52, 37, 93, 2, null, null, null
1819, 1, 87, 38, 5, 73, 60, 32, 1, 30, 72, 21, null, null
1820, 2, 40, 91, 73, 98, 51, 38, 2, 65, 77, 47, 65, 3.56
1821, 1, 70, 17, 34, 8, 87, 15, 0, 56, 61, 74, null, null
1822, 2, 55, 51, 30, 19, 76, 22, 4, 7, 10, 64, 87, 2.85
1823, 0, 83, 59, 22, 42, 67, 69, null, null, null
1824, 1, 66, 22, 49, 54, 42, 19, 2, 23, 19, 10, null, null
1825, 1, 50, 92, 1, 32, 30, 95, 4, 95, 90, 90, null, null
1826, 0, 74, 91, 12, 81, 12, 31, null, null, null
1827, 1, 10, 33, 83, 60, 94, 21, 3, 45, 56, 72, null, null
1828, 2, 24, 81, 45, 3, 21, 18, 3, 16, 5, 84, 90, 4.0
1829, 0, 78, 75, 33, 12, 38, 37, null, null, null
1830, 1, 27, 35, 71, 57, 76, 98, 4, 19, 5, 46, null, null
1831, 1, 73, 28, 66, 53, 21, 95, 4, 37, 27, 21, null, null
1832, 0, 67, 49, 91, 96, 49, 45, null, null, null
1833, 1, 16, 77, 8, 90, 6, 84, 2, 18, 62, 31, null, null
1834, 1, 11, 49, 94, 98, 68, 91, 0, 62, 56, 59, null, null
1835, 0, 83, 2, 78, 41, 77, 91, null, null, null
1836, 2, 11, 41, 52, 36, 46, 54, 4, 0, 79, 69, 60, 3.74
1837, 0, 48, 25, 34, 41, 28, 21, null, null, null
1838, 2, 87, 99, 26, 71, 8, 4, 4, 34, 35, 15, 79, 2.45
1839, 1, 30, 67, 21, 69, 59, 31, 4, 34, 77, 19, null, null
1840, 1, 94, 82, 40, 65, 42, 39, 2, 98, 76, 98, null, null
1841, 2, 90, 84, 37, 96, 73, 60, 3, 52, 19, 52, 77, 3.54
1842, 1, 11, 53, 43, 4, 76, 44, 1, 19, 51, 55, null, null
1843, 1, 50, 27, 81, 15, 48, 15, 1, 11, 98, 98, null, null
1844, 2, 60, 49, 89, 73, 99, 26, 3, 45, 30, 75, 83, 3.62
1845, 1, 32, 41, 85, 49, 0, 49, 4, 10, 38, 76, null, null
1846, 0, 99, 66, 38, 79, 90, 63, null, null, null
1847, 2, 13, 0, 48, 84, 26, 54, 0, 30, 1, 58, 69, 3.02
1848, 0, 92, 90, 37, 1, 33, 71, null, null, null
1849, 0, 15, 50, 15, 29, 18, 75, null, null, null
1850, 2, 59, 33, 99, 3, 27, 81, 1, 90, 89, 30, 78, 2.97
1851, 0, 85, 92, 11, 21, 89, 94, null, null, null
1852, 1, 2, 30, 75, 64, 94, 47, 4, 75, 29, 38, null, null
1853, 0, 34, 29, 56, 56, 32, 23, null, null, null
1854, 1, 5, 47, 57, 63, 49, 18, 1, 41, 53, 98, null, null
1855, 1, 31, 17, 58, 42, 65, 85, 3, 82, 50, 43, null, null
1856, 2, 31, 91, 20, 58, 55, 73, 3, 95, 3, 88, 79, 3.0
